	0	1	2	3	4	5
0	0.000649921638287868	0.00012186030717897527	0.000270800682619945	0.0008124020478598351	0.999999220744802	0.0006228415700258736
1	0.0020240628748426216	5.257306168422394e-05	0.00010036675412442752	0.0002389684622010179	0.9999969856648675	0.0013645099191678123
2	0.0005295155482063718	9.455634789399497e-06	0.0002269352349455879	0.0005200599134169723	0.9999995684225226	0.0005106042786275728
3	0.00039621456933334694	0.0	5.3336576641027475e-05	0.00014477070802564602	0.9999998559316754	0.00032763897079488306
4	0.0005710570677601006	0.0	5.2510994736560975e-05	0.0001772246072358933	0.999999692140041	0.0005054183243393994
5	0.0003578539366417121	1.835148393034421e-05	1.835148393034421e-05	2.7527225895516315e-05	0.9999998865903515	0.00031197522681585156
6	0.0015722630914592334	0.00015950495130745844	0.00025824611164064704	0.0008886704429986971	0.9999973035374313	0.0014279490878953422
7	0.0016306255201170201	9.78375312070212e-05	0.00026090008321872325	0.0	0.9999974064669638	0.0015654004993123393
8	0.0013435866990932604	0.0002417034273501103	7.819816767209451e-05	0.00021326773001480322	0.9999981681907446	0.00132225992609178
9	0.001031806682500413	3.103177992482445e-05	0.00010861122973688558	0.00013188506468050392	0.999999108077468	0.000830100112989054
10	0.0007739853414072349	0.0002240483883020943	0.00020368035300190391	0.000570304988405331	0.9999992451157975	0.0007026972178565685
11	0.0011179187439658825	0.00023374664646559363	0.00025407244181042786	0.0003455385208621819	0.9999986422728268	0.0011077558462934654
12	0.0012059014466249795	2.1156165730262798e-05	6.34684971907884e-05	0.000105780828651314	0.9999990636551968	0.000634684971907884
13	0.0006079553161040843	2.6055227833032182e-05	0.00012159106322081686	0.00019107167077556935	0.9999996442317752	0.0005384747085493318
14	0.0003578073137089622	7.806705026377357e-05	7.806705026377357e-05	9.758381282971696e-05	0.9999998803538076	0.00029925702601113203
15	0.0011600914758063447	0.00020558583115555475	0.00032306344895872887	2.9369404450793535e-05	0.999998852145069	0.0008957668357492028
16	0.005247451232372175	1.5388420036282038e-05	0.00023082630054423054	0.00010771894025397425	0.9999856992177155	0.0010002473023583323
17	0.0010023586376447051	0.0	0.00018505082541133016	1.542090211761085e-05	0.9999992396207106	0.0006939405952924881
18	0.0009051070069943179	0.00010285306897662704	0.00012342368277195245	0.000627403720757425	0.999999248432154	0.0005142653448831351
19	0.000740019257642172	4.748786680056719e-05	8.310376690099257e-05	9.101841136775377e-05	0.9999994990863439	0.00066087281297456
20	0.0008546682936604412	0.00011788528188419879	0.0002652418842394473	0.0010093927261334522	0.999998742733305	0.0008251969731893915
21	0.00012536503172260239	0.0	1.4748827261482632e-05	2.581044770759461e-05	0.9999999859830454	0.00010692899764574908
22	0.000135430569889493	0.0	7.255209101222839e-05	9.673612134963785e-06	0.9999999808397463	0.00012092015168704731
23	0.00025216967751323665	0.00010507069896384861	0.0003222168101558024	4.903299284979602e-05	0.9999998703185328	0.00028018853057026297
24	0.0028324463613647495	7.625817126751249e-05	0.00015251634253502498	0.0006209593946068873	0.9999951878798248	0.0010894024466787497
25	0.0015973513234844594	0.00021529517838268802	0.0003194702646968919	0.00030558025318833137	0.9999974885473059	0.0014931762371702556
26	0.0007512412105624225	5.564749707869796e-05	5.564749707869796e-05	0.0004312681023599092	0.999999434378472	0.0006121224678656775
27	0.0011428922240690302	4.1940999048404776e-05	7.339674833470836e-05	5.242624881050597e-05	0.9999992403111151	0.0004508657397703513
28	0.00011682798862831093	8.653925083578588e-06	6.49044381268394e-05	4.326962541789294e-06	0.9999999860703819	9.952013846115375e-05
29	0.00038985279099178183	1.6472653140497823e-05	7.687238132232318e-05	5.4908843801659414e-05	0.9999998633158212	0.00033494394719012243
30	0.0019824346165628957	0.00034613937749510877	0.0006922787549902175	0.00037760659363102775	0.9999966615833692	0.001416024726116354
31	0.00021767999376162648	0.00017709558814505205	7.747931981346028e-05	0.000612455575668305	0.999999754392394	0.00017709558814505205
32	0.00025041829809981515	0.0	0.00011382649913627961	3.414794974088388e-05	0.9999999428619573	0.00019350504853167533
33	0.0003236086925731947	4.903162008684769e-05	0.00010786956419106491	0.00016670750829528215	0.9999998916712586	0.0002647707484689775
34	0.0017503585670405565	6.035719196691574e-05	7.544648995864467e-05	0.0004979468337270548	0.9999979565078599	0.0008751792835202782
35	0.0005417611432649358	5.221794151951188e-05	0.0002806714356673764	8.485415496920682e-05	0.9999996890694123	0.0004895432017454239
36	0.0011873361378868473	3.275410035549924e-05	0.00013101640142199695	0.0002702213279328687	0.9999990609035695	0.0006141393816656108
37	0.016089206621564076	7.063554126540326e-05	0.00012557429558293913	0.0001569678694786739	0.9998382382183092	0.008036754917308105
38	0.0007781429967547264	5.985715359651741e-05	0.00011116328525067519	0.0005387143823686567	0.999999261049247	0.0007524899309276474
39	0.0005058841287432955	2.6625480460173447e-05	0.00010650192184069379	5.3250960920346894e-05	0.9999997951231943	0.00037275672644242826
40	0.0007026854826680989	1.3012694123483314e-05	7.807616474089988e-05	7.807616474089988e-05	0.9999995180014457	0.0006766600944211323
41	0.0012054861734740001	0.00011480820699752382	0.00036355932215882545	0.0005357716326551112	0.9999986176495987	0.0009376003571464446
42	0.0005642932450542064	2.121403176895513e-05	0.00011455577155235769	0.0001994118986281782	0.9999997579440683	0.00033518170194949103
43	0.0005394428880432943	5.9938098671477145e-05	0.0001386068531777909	0.00014609911551172555	0.9999997459725908	0.0004158205595333727
44	0.001976448610140352	4.296627413348591e-05	0.0001145767310226291	0.0006015278378688028	0.9999970641827511	0.0012603440412489201
45	0.000431425122914903	5.8169679494144224e-05	5.332220620296554e-05	0.00017450903848243267	0.9999998076571246	0.0004023402831678309
46	0.0010626981063820875	0.0001148862817710365	0.00025849413398483214	2.8721570442759125e-05	0.9999989181055444	0.0009765333950538102
47	8.673456600084203e-05	1.2390652285834575e-05	0.00013010184900126304	5.575793528625559e-05	0.9999999833805653	7.434391371500745e-05
48	0.003210878944100579	4.3984643069870945e-05	0.00019793089381441923	6.597696460480641e-05	0.9999908601935159	0.0028150171564717405
49	0.000888818034301874	6.583837291124992e-05	9.21737220757499e-05	6.583837291124992e-05	0.9999992946371018	0.0007768928003527491
50	0.0012664868697159777	4.871103345061453e-05	0.00012664868697159776	0.0003020084073938101	0.9999985479143557	0.0010911271492937654
51	0.0002540748081799523	1.539847322302741e-05	5.389465628059594e-05	2.3097709834541118e-05	0.9999999488132346	0.00018478167867632894
52	0.00035900935966462613	7.594428762136323e-05	0.00016569662753751976	1.3808052294793313e-05	0.9999998592673739	0.0003452013073698328
53	0.0003639009750964592	0.0	0.00010782251113969162	2.6955627784922905e-05	0.9999998795650699	0.0003099897195266134
54	0.00022838291031805613	0.0	1.268793946211423e-05	9.515954596585671e-05	0.999999948706533	0.00020300703139382767
55	0.00019036155684342177	0.0	2.4562781528183453e-05	6.140695382045864e-05	0.9999999615754048	0.00019036155684342177
56	0.0008106300214283968	3.078341853525557e-05	0.0001590476624321538	0.0002308756390144168	0.9999993511177774	0.0007490631843578856
57	0.0002308053402872419	7.9588048374911e-06	0.0	3.18352193499644e-05	0.9999999514162443	0.0002069289257747686
58	0.00014278801240570684	7.932667355872601e-06	4.759600413523561e-05	0.0	0.999999979548656	0.00013485534504983424
59	0.002697446520287171	2.101906379444549e-05	9.808896437407895e-05	3.5031772990742484e-05	0.9999959727299405	0.000875794324768562
60	0.0011533808545496143	7.097728335689934e-05	0.00012421024587457385	0.00047909666265907056	0.9999989452153548	0.0007275171544082182
61	0.0006287768050217949	0.00010479613417029916	0.00013972817889373223	0.00010479613417029916	0.999999644297718	0.0005239806708514958
62	0.0014701887439909894	2.8409444328328297e-05	0.00012784249947747734	0.0003267086097757754	0.9999982356349918	0.0011150706898868856
63	0.0009314380401794245	2.7395236475865427e-05	0.00011871269139541684	0.00023742538279083368	0.9999991853330237	0.0008309888397679179
64	0.00039847857920493116	0.0	0.0	0.00225293658242788	0.9999973206139748	0.0003525002816043622
65	0.0018439723533713816	0.00035855017982221307	0.00040977163408252923	0.0	0.9999964515241523	0.0018439723533713816
66	0.0001343707564910201	0.00010237771923125342	0.00015356657884688012	4.4790252163673375e-05	0.9999999670210756	0.00010877632668320676
